person_id,institution,program,location
330,Florida State University,M.S in Computer Science,"Tallahassee, FL"
330,Kurukshetra University,B.Tech in Electronics & Communication,"Kurukshetra, Haryana"
331,Federal University of Technology,Bachelor of Technology in Applied Geophysics,October 2010
332,Howard University,,"Washington, DC"
332,Bowie State University,,"Bowie, MD"
333,Virginia Commonwealth University,M.S. in Information Systems,
333,Shanghai University of International Business and Economics,B.S. in Economics,
334,Tufts University,Bachelor of Science in Electrical Engineering,"Medford, MA"
335,RAMAPO COLLEGE OF NEW JERSEY,Bachelor of Arts in Visual Art,"Mahwah, NJ"
335,COUNTY COLLEGE OF MORRIS,Associate of Fine Arts in Visual Art,"Township of Randolph, NJ"
337,ITT Technical Institute,Associate of Applied Science in Computer Network Engineering,2013 to 2015
338,University of New Hampshire,BS in Management,New Hampshire
339,Pepperdine School of Law,Master of Legal Studies in Legal,"Malibu, CA"
339,Purdue University Global,Bachelor's in Paralegal Studies,"Indianapolis, IN"
340,Rutgers University,Bachelor of the Arts in Sociology,"New Brunswick, NJ"
341,California State University,Bachelor of Science in Information Systems & E-Commerce,"Seaside, CA"
342,National Institute of Technology,Associates of Science,"Livonia, MI"
343,Bowie State University,Bachelor of Science in Computer Science,"Bowie, MD"
344,Southern New Hampshire University,Bachelor's in Cybersecurity,
344,ECPI University,Associate in Computer Information Systems,"Raleigh, NC"
345,New York University,Diploma in Cybersecurity,"New York, NY"
345,Farleigh Dickinson University,Bachelor of Business Administration in Business Administration,
346,National University Sofia Institute of Science & Technology,Bachelor of commerce in commerce,"Alexandria, VA"
347,University Phoenix,MSc in Business Administration,
347,University of Ibadan,BSc in Computer Science,
348,Florida International University,Master of Science in Management Information Science,
351,Addis Ababa University,Bachelor's Degree in Marketing Management,"Addis Ababa, ET"
353,Bunker Hill Community College,Certificate in Health Information Tecnology,"Boston, MA"
353,New University of Lisbon,Bachelor of Science in Computer Science and Engineering in Computer Science,"Lisbon, PT"
354,University of Windsor,BS in Computer Science,
355,George Mason University,B.A. in Economics,"Fairfax, VA"
355,Northern Virginia Community College,A.S. in General Studies,"Annandale, VA"
356,Michigan State University,Bachelor of Science in Environmental Planning,"East Lansing, MI"
357,Columbia Broadcasting School,Radio Announcing and Advertising,"Orlando, FL"
357,University of District of Columbia,,
358,"Sri Krishna College of Engineering and Technology, Coimbatore",B.E. in Computer Science and Engineering,Coimbatore
358,St Antony Matriculation Higher Secondary School,,
359,California University of Management and Sciences,Master's Degree in Computer Information Systems,"Anaheim, CA"
359,"Bangalore University, Indo Asian Academy",MBA in Business Administration,"Bengaluru, Karnataka"
359,Bangalore University Garden City College,BCA Bachelor of Computer Application,"Bengaluru, Karnataka"
360,University Of Yaounde,BS,
361,COIN Consultancy and Training Institute,Diploma in Databases,"Dunwoody, GA"
361,Southern State Polytechnic University,CCNA,"Marietta, GA"
361,Federal University of Tech. Akure,Bachelor of Engineering in (B.Eng.) Mechanical Engineering,Ondo State
362,University of Lagos,Bachelor's Degree in Sociology,Lagos
363,Rhode Island College,B.A. in English,"Providence, RI"
364,John Brown University,Business and Science,"Siloam Springs, AR"
366,"Pennsylvania State University, College of the Liberal Arts",Bachelor of Arts in International Politics,"Economy, PA"
367,Ohio University,BS in Environmental Geography,"Athens, OH"
368,University of Salford,M.S in Information system management,Manchester
368,Madonna University International,B.S in Computer Science,
369,University of Nigeria Nsukka,Computer Science,
370,LSU,,
371,Rajshahi University,Bachelor of Science in Computer Science in Engineering & Technology,
372,George Mason University,Bachelor of Science in Computer Science,"Fairfair, VA"
373,The Ohio State University,B.A. in Psychology in Pre-medicine,"Columbus, OH"
373,Lorain County Community College,,
375,Concord University,Bachelor of Arts in Graphic Design in Graphic Design/Advertising,
376,Morgan State University,Bachelor of Science in Telecommunications,"Baltimore, MD"
377,Bellevue University,Master of Science in Computer Information Systems / Database,"Bellevue, NE"
377,Bellevue University,Bachelor of Science in Computer Information Systems,"Bellevue, NE"
377,The US Army Aviation Logistics School,Associate of Science in Management Information System,"Omaha, NE"
378,Fort Hays State University,Master's in Information Systems,
379,SOUTHERN NEW HAMPSHIRE UNIVERSITY,Bachelor's in Information Technologies with a concentration in Cybersecurity,
380,Stevenson University,Film/Video,"Owings Mills, MD"
380,Bishop McNamara High School,,"Forestville, MD"
382,Burk Baker Real Estate School,Certification in Real Estate,"Baton Rouge, LA"
382,Southern University A&M College,Bachelor's of Science in Psychology,"Baton Rouge, LA"
382,BLINN College,Associate in Business Management,
383,Fullerton College,Liberal Arts,"Fullerton, CA"
383,Unity University,Marketing degree,"Addis Ababa, ET"
384,TROY UNIVERSITY,Bachelor's Degree in Plant Physiology,"Troy, AL"
384,OBAFEMI AWOLOWO UNIVERSITY,Bachelor's Degree in Plant Physiology,ILE -IFE
385,Bowie State University,MSc in Management Information Systems,"Laurel, MD"
385,Federal College of Animal Health and Production Technology,Bachelor of Science in Agriculture,
387,California State University - Fullerton,BACHELOR OF ARTS in INFORMATION SYSTEMS,CA
388,Trevecca Nazarene University,MBA in Healthcare Administration,"Nashville, TN"
388,Tennessee State University,B.S. in Chemistry,"Nashville, TN"
389,University of Maryland Baltimore County,B. Sc. in Biological Sciences,"Baltimore, MD"
390,Western Governors University,Bachelor of Science in Computer Science,
390,Everett Community College,Associates in Technical Arts in Computer Information Systems,
392,The International University of Missouri,MBA in Finance,
392,University of Karachi,Bachelor of Commerce in Commerce,
393,SUNY Empire State University,Business Management,"New York, NY"
394,University of Benin,B.Eng. in Mechanical Engineering,
395,The Catholic University of America,Bachelors in Environmental Engineering,"Washington, DC"
395,Boltos Solution Institute,Oracle Database Administrator,"Laurel, MD"
396,University of Akron,Bachelors in Business Administration in Marketing Management,
396,Cuyahoga Community College,Associate of Science,
397,New York City College of Technology,Bachelor of Computer Engineering Technology in Computer Engineering Technology,"Brooklyn, NY"
397,Ahsanullah University Of Science and Technology,Bachelor of Computer Science and Engineering in Computer Science and Engineering,Bangladesh
398,SUNY Corning Community College,A.A.S. in Information Technology,"Corning, NY"
398,Elmira Free Academy,High School Diploma,"Elmira, NY"
399,Maiwand Institute of Higher Education,Bachelor's,"Kabul, AF"
400,University of Lagos,Master's Degree in International Law and Diplomacy,Lagos
400,University of Lagos,Bachelor of Arts in European Languages,Lagos
401,University of Missouri - St. Louis,B.S. in Information Systems,"St. Louis, MO"
401,St. Louis Community College at Florissant Valley,A.A in Electronic Engineering Technology,
402,Clinical Central Eastern University,Bachelor in Psychology,Santo Domingo
403,ECPI University,Bachelor of Science in Computing,"Greenville, SC"
404,Saint Leo University,Masters of Business Administration in Project Management,Saint Leo
404,Saint Leo University,Bachelor's in Business Administration/Project Management,"Saint Leo, FL"
405,Abia State Polytechnic,BSc in Computer Science,
406,"UMUC - Largo, MD",Cyber Security (BA Program),"Largo, MD"
406,"Community College of Baltimore County - Essex, MD",AAS in Information Technology,"Essex, MD"
407,Jawaharlal Nehru Technological University,Bachelor's in Computer Science,"Hyderabad, Telangana"
407,University of Illinois at Springfield,Master's in Computer Science,"Springfield, IL"
408,University of York,Master of Science in Archaeological Information Systems,ENG
408,University of North Carolina at Chapel Hill,Master of Science in Information Systems,"Chapel Hill, NC"
408,University of North Carolina at Chapel Hill,Bachelor of Arts in Cultural Anthropology,"Chapel Hill, NC"
409,American Intercontinental University,MBA in Management,"Atlanta, GA"
409,Covenant University,Bachelor of Management and Information Systems in Management and Information Systems,"Lagos, NG"
410,University of Maryland,Master's in Cyber Security Engineering,
411,University of Delaware,Master's computer science,
411,University of Buea,BS Computer Science,
412,Santa Clara University,Master of Science in Computer Engineering,"Santa Clara, CA"
412,University of California - Los Angeles,Master of Science in Structural Engineering,"Los Angeles, CA"
413,Southern New Hampshire University,A.A.S. in Computer Information Systems,"Bronx Community College - Bronx, NY"
414,University of Maryland University College,"BSC, Computer Network & Security in Computer Network & Security","Baltimore, MD"
414,Ezekiel Private College,High School Diploma in Social Science,"Iju Ishaga, Lagos Nigeria"
415,Rochester Institute of Technology,MBA in Management Information Systems & Marketing,"Rochester, NY"
415,Gautam Buddh Technical University,BS in Computer Science Engineering,"Lucknow, Uttar Pradesh"
416,Northeastern Illinois University,Master of Computer Science in Computer Science,"Chicago, IL"
417,ESSEX Community College,Associate in General Science,"Newark, NJ"
418,Hawassa University,Bachelor's degree,
419,University of Technology,BSC in COMPUTING & INFORMATION,
420,Cameroon college of Arts and Sciences,,
421,Millersville University,Bachelors in Computer Science,"Millersville, PA"
422,Keller Graduate School of Management,M.B.A. in Project Management,"Sherman Oaks, CA"
422,DeVry University,B.B.A. in Operations Management,"Sherman Oaks, CA"
423,University of Maryland University College,Bachelors in Computer Science,
426,Anna Maria College,Master's Degree in Health Care Administration,"Paxton, MA"
426,Dominican College,Bachelor' of science in Health Science,"Orangeburg, NY"
427,Some college,,
428,Keller Graduate School of Management,Master of Public Business Administration in Human Resources & Health Management,"Chicago, IL"
428,DeVry University,Bachelor of Science degree in Business Management & Human Resources in Business Management & Human Resources,"Chicago, IL"
429,Northern Illinois University,Bachelor of Science in Accountancy,"DeKalb, IL"
430,American Public University,Bachelor of Science in Information Technology,"Charles Town, WV"
430,Slippery Rock University,Bachelor of Arts in History,"Slippery Rock, PA"
431,Luzerne County Community College,Computer Programming Certificate,
431,Wilkes University,Bachelor of Science in Mathematics in Education,"Wilkes-Barre, PA"
432,Cazenovia College,"Bachelor of Professional Studies in Management in Management, Accounting","Cazenovia, NY"
432,Cazenovia College,ACCOUNTING AND BUSINESS COURSE WORK,"Cazenovia, NY"
433,University of Maryland University College,Master of Business Administration in Business Administration,"Adelphi, MD"
433,Frostburg State University,Bachelor of Science in Business Administration,"Frostburg, MD"
434,Institut Teknologi Adhi Tama Surabaya,s1 in Teknik Lingkungan,Surabaya
434,SMAN 4 DENPASAR,,DENPASAR
434,SMPN 2 DENPASAR,,DENPASAR
434,SDN 10 Dauh Puri Kauh,,Dauh Puri Kauh
435,Montana State University,Master of Science in Computer Science,"Bozeman, MT"
435,Jawaharlal Nehru Technological University,Bachelor of Technology in Information Technology,"Hyderabad, Telangana"
436,Colorado State University-Pueblo,Bachelor's in Computer Information Systems,"Pueblo, CO"
437,Mahatma Gandhi University,Bachelor's,
438,Bhoj Reddy College of Engineering for Women,Bachelor of Technology in Computer Science Engineering,Computer Science Engineering
